"vp";"age";"sex";"pic_type";"pic_name";"freudig";"traurig";"zornig";"aengstlich";"ekelhaft";"ueberraschend"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_02";"1";"4";"5";"4";"4";"3"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_01";"5";"1";"1";"1";"1";"4"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_03";"5";"1";"1";"1";"1";"1"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_04";"5";"1";"1";"2";"2";"5"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_05";"5";"1";"1";"1";"1";"1"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_06";"5";"1";"1";"1";"1";"5"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_07";"5";"1";"1";"1";"1";"5"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_08";"5";"1";"1";"1";"1";"1"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_09";"5";"1";"1";"1";"1";"1"
"P1";"26";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_10";"5";"1";"1";"1";"1";"5"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_01";"2";"2";"2";"2";"2";"5"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_02";"5";"1";"1";"1";"1";"5"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_03";"1";"4";"1";"4";"1";"1"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_04";"1";"4";"1";"4";"4";"1"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_05";"1";"5";"5";"5";"5";"5"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_06";"1";"1";"1";"1";"1";"1"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_07";"1";"5";"1";"5";"1";"5"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_08";"3";"1";"1";"1";"1";"1"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_09";"3";"3";"1";"3";"1";"1"
"P1";"26";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_10";"1";"1";"1";"1";"1";"5"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_01";"1";"5";"5";"5";"5";"5"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_02";"5";"1";"1";"1";"1";"5"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_03";"5";"1";"1";"1";"1";"5"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_04";"4";"1";"4";"3";"1";"5"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_05";"1";"5";"5";"5";"5";"5"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_06";"1";"5";"5";"5";"4";"1"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_07";"1";"5";"5";"5";"5";"5"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_08";"5";"1";"1";"1";"1";"5"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_09";"5";"1";"1";"1";"1";"1"
"P1";"26";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_10";"5";"1";"1";"1";"5";"1"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_02";"3";"4";"1";"2";"1";"4"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_01";"4";"2";"1";"1";"1";"3"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_03";"5";"1";"1";"1";"1";"3"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_04";"4";"2";"1";"2";"1";"4"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_05";"5";"2";"1";"1";"1";"4"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_06";"5";"3";"1";"1";"1";"3"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_07";"3";"4";"1";"1";"1";"3"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_08";"5";"2";"1";"1";"1";"1"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_09";"5";"2";"1";"1";"1";"3"
"P2";"19";"weiblich";"Circles";"JodyPrody_Circles_10";"1";"1";"1";"2";"1";"3"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_01";"2";"1";"3";"3";"1";"4"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_02";"4";"2";"5";"3";"1";"5"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_03";"3";"4";"1";"5";"1";"3"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_04";"1";"5";"2";"4";"1";"3"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_05";"2";"5";"1";"5";"1";"4"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_06";"1";"5";"5";"5";"2";"3"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_07";"1";"5";"1";"5";"1";"1"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_08";"5";"2";"3";"1";"1";"2"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_09";"1";"3";"1";"2";"1";"5"
"P2";"19";"weiblich";"Squares";"JodyPrody_Squares_10";"5";"1";"1";"3";"1";"5"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_01";"1";"2";"5";"5";"1";"1"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_02";"5";"1";"1";"1";"1";"1"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_03";"5";"1";"1";"1";"1";"1"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_04";"3";"4";"1";"5";"1";"4"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_05";"2";"5";"4";"5";"2";"3"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_06";"2";"3";"5";"3";"4";"1"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_07";"5";"2";"3";"5";"2";"5"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_08";"5";"1";"1";"1";"1";"5"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_09";"5";"1";"1";"1";"1";"5"
"P2";"19";"weiblich";"Triangle";"JodyPrody_Triangle_10";"5";"1";"1";"1";"1";"1"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_02";"3";"2";"2";"2";"2";"3"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_01";"4";"2";"1";"1";"1";"2"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_03";"4";"2";"1";"1";"1";"1"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_04";"2";"1";"3";"3";"2";"2"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_05";"3";"3";"1";"2";"2";"2"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_06";"3";"3";"1";"1";"1";"2"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_07";"2";"3";"1";"2";"2";"2"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_08";"4";"2";"1";"1";"1";"2"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_09";"5";"2";"1";"1";"1";"2"
"P3";"21";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_10";"4";"2";"1";"1";"1";"2"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_01";"2";"1";"1";"1";"2";"1"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_02";"4";"2";"1";"1";"1";"3"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_03";"2";"4";"2";"2";"2";"2"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_04";"2";"3";"1";"1";"1";"1"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_05";"2";"2";"1";"1";"1";"3"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_06";"2";"3";"1";"2";"1";"1"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_07";"2";"3";"1";"2";"1";"4"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_08";"1";"3";"2";"2";"2";"2"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_09";"2";"3";"2";"2";"1";"2"
"P3";"21";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_10";"3";"2";"3";"2";"2";"3"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_01";"2";"2";"3";"3";"2";"4"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_02";"4";"2";"1";"1";"1";"2"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_03";"2";"1";"2";"1";"1";"3"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_04";"3";"2";"1";"1";"1";"2"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_05";"2";"2";"1";"2";"1";"2"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_06";"2";"3";"2";"2";"1";"2"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_07";"3";"2";"2";"2";"1";"2"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_08";"4";"2";"2";"2";"1";"3"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_09";"3";"3";"2";"2";"2";"2"
"P3";"21";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_10";"4";"2";"2";"2";"1";"2"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_02";"2";"4";"1";"3";"2";"1"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_01";"4";"1";"1";"1";"1";"2"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_03";"3";"1";"1";"1";"1";"1"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_04";"3";"1";"1";"2";"1";"3"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_05";"4";"3";"1";"2";"1";"2"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_06";"5";"1";"1";"1";"1";"1"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_07";"3";"2";"1";"2";"1";"1"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_08";"5";"1";"1";"1";"1";"1"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_09";"4";"1";"1";"1";"1";"2"
"P4";"45";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_10";"4";"1";"1";"1";"1";"2"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_01";"2";"1";"1";"2";"2";"4"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_02";"2";"2";"2";"1";"1";"4"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_03";"4";"3";"2";"3";"3";"3"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_04";"4";"3";"1";"2";"1";"3"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_05";"2";"2";"2";"1";"1";"4"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_06";"2";"2";"1";"1";"1";"2"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_07";"1";"1";"1";"5";"1";"5"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_08";"4";"1";"1";"1";"2";"3"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_09";"4";"2";"2";"2";"3";"3"
"P4";"45";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_10";"4";"1";"2";"2";"2";"3"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_01";"2";"2";"3";"3";"1";"2"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_02";"5";"1";"1";"1";"1";"1"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_03";"5";"1";"1";"1";"1";"2"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_04";"3";"1";"2";"1";"2";"3"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_05";"3";"2";"1";"3";"1";"3"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_06";"2";"2";"3";"3";"2";"3"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_07";"3";"1";"2";"2";"1";"3"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_08";"5";"2";"1";"1";"1";"1"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_09";"4";"3";"1";"1";"1";"3"
"P4";"45";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_10";"5";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_02";"1";"1";"1";"3";"3";"1"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_01";"5";"1";"1";"1";"1";"4"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_03";"4";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_04";"1";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_05";"1";"3";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_06";"2";"1";"1";"3";"1";"1"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_07";"3";"1";"1";"1";"1";"2"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_08";"4";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_09";"3";"1";"1";"1";"1";"2"
"P5";"30";"mÃ¤nnlich";"Circles";"JodyPrody_Circles_10";"3";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_01";"1";"1";"1";"1";"1";"4"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_02";"1";"3";"4";"2";"1";"3"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_03";"1";"4";"1";"4";"1";"1"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_04";"1";"3";"1";"2";"5";"1"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_05";"1";"5";"5";"4";"1";"3"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_06";"1";"5";"2";"3";"1";"1"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_07";"1";"3";"2";"4";"1";"5"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_08";"1";"3";"4";"3";"1";"1"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_09";"1";"4";"3";"3";"1";"1"
"P5";"30";"mÃ¤nnlich";"Squares";"JodyPrody_Squares_10";"3";"1";"1";"1";"1";"5"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_01";"1";"1";"4";"3";"1";"3"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_02";"5";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_03";"5";"1";"1";"1";"1";"2"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_04";"1";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_05";"1";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_06";"1";"1";"2";"2";"1";"2"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_07";"1";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_08";"1";"1";"1";"1";"1";"3"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_09";"4";"1";"1";"1";"1";"1"
"P5";"30";"mÃ¤nnlich";"Triangle";"JodyPrody_Triangle_10";"5";"1";"1";"1";"1";"1"
"P6";"25";"weiblich";"Circles";"JodyPrody_Circles_02";"2";"4";"4";"4";"2";"2"
"P6";"25";"weiblich";"Circles";"JodyPrody_Circles_01";"4";"2";"2";"1";"1";"2"
"P6";"25";"weiblich";"Circles";"JodyPrody_Circles_03";"3";"4";"1";"2";"1";"2"
"P6";"25";"weiblich";"Circles";"JodyPrody_Circles_04";"4";"1";"3";"2";"2";"4"
"P6";"25";"weiblich";"Circles";"JodyPrody_Circles_05";"2";"2";"4";"4";"1";"5"
"P6";"25";"weiblich";"Circles";"JodyPrody_Circles_06";"4";"3";"1";"2";"1";"1"
